Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
RP,Diego Moreno (7223416),Diego Moreno,7223416,4200,Tor@NYY 01:05PM ET,NYY
SP,Domingo German (7223313),Domingo German,7223313,4200,Tor@NYY 01:05PM ET,NYY
RP,Branden Pinder (7223424),Branden Pinder,7223424,4200,Tor@NYY 01:05PM ET,NYY
RP,Nick Rumbelow (7223428),Nick Rumbelow,7223428,4200,Tor@NYY 01:05PM ET,NYY
OF,Jose Bautista (7223700),Jose Bautista,7223700,4100,Tor@NYY 01:05PM ET,Tor
3B/SS,Eduardo Nunez (7223664),Eduardo Nunez,7223664,4100,Pit@SF 03:45PM ET,SF
SP,Chris Devenski (7223350),Chris Devenski,7223350,4100,StL@Hou 02:10PM ET,Hou
SP,Johan Santana (7223296),Johan Santana,7223296,4000,Tor@NYY 01:05PM ET,Tor
RP,Jason Grilli (7223398),Jason Grilli,7223398,4000,Tor@NYY 01:05PM ET,Tor
RP,Joaquin Benoit (7223399),Joaquin Benoit,7223399,4000,Tor@NYY 01:05PM ET,Tor
RP,Rafael Soriano (7223400),Rafael Soriano,7223400,4000,Tor@NYY 01:05PM ET,Tor
RP,Oliver Perez (7223480),Oliver Perez,7223480,4000,Was@Col 03:10PM ET,Was
RP,Javier Lopez (7223506),Javier Lopez,7223506,4000,Pit@SF 03:45PM ET,SF
RP,Chad Qualls (7223481),Chad Qualls,7223481,4000,Was@Col 03:10PM ET,Col
RP,Santiago Casilla (7223507),Santiago Casilla,7223507,4000,Pit@SF 03:45PM ET,SF
SP,Gavin Floyd (7223301),Gavin Floyd,7223301,4000,Tor@NYY 01:05PM ET,Tor
RP,Zach Duke (7223457),Zach Duke,7223457,4000,StL@Hou 02:10PM ET,StL
RP,Jonathan Broxton (7223458),Jonathan Broxton,7223458,4000,StL@Hou 02:10PM ET,StL
RP,Pat Neshek (7223459),Pat Neshek,7223459,4000,StL@Hou 02:10PM ET,Hou
RP,Carlos Villanueva (7223431),Carlos Villanueva,7223431,4000,SD@TB 01:10PM ET,SD
RP,Dana Eveland (7223432),Dana Eveland,7223432,4000,SD@TB 01:10PM ET,TB
SP,Jorge De La Rosa (7223357),Jorge De La Rosa,7223357,4000,Was@Col 03:10PM ET,Col
RP,Matt Belisle (7223482),Matt Belisle,7223482,4000,Was@Col 03:10PM ET,Was
RP,Jason Motte (7223483),Jason Motte,7223483,4000,Was@Col 03:10PM ET,Col
RP,Jonathan Papelbon (7223484),Jonathan Papelbon,7223484,4000,Was@Col 03:10PM ET,Was
RP,Phil Coke (7223402),Phil Coke,7223402,4000,Tor@NYY 01:05PM ET,NYY
SP,Scott Feldman (7223302),Scott Feldman,7223302,4000,Tor@NYY 01:05PM ET,Tor
RP,Matt Thornton (7223433),Matt Thornton,7223433,4000,SD@TB 01:10PM ET,SD
RP,Darin Downs (7223460),Darin Downs,7223460,4000,StL@Hou 02:10PM ET,Hou
RP,Tyler Clippard (7223403),Tyler Clippard,7223403,4000,Tor@NYY 01:05PM ET,NYY
SP,Yusmeiro Petit (7223358),Yusmeiro Petit,7223358,4000,Was@Col 03:10PM ET,Was
RP,Boone Logan (7223485),Boone Logan,7223485,4000,Was@Col 03:10PM ET,Col
RP,Aaron Laffey (7223486),Aaron Laffey,7223486,4000,Was@Col 03:10PM ET,Was
RP,Jake McGee (7223487),Jake McGee,7223487,4000,Was@Col 03:10PM ET,Col
RP,Anthony Swarzak (7223404),Anthony Swarzak,7223404,4000,Tor@NYY 01:05PM ET,NYY
RP,Tony Sipp (7223461),Tony Sipp,7223461,4000,StL@Hou 02:10PM ET,Hou
RP,Xavier Cedeno (7223434),Xavier Cedeno,7223434,4000,SD@TB 01:10PM ET,TB
OF,Andrew McCutchen (7223761),Andrew McCutchen,7223761,4000,Pit@SF 03:45PM ET,Pit
SP,Clayton Richard (7223318),Clayton Richard,7223318,4000,SD@TB 01:10PM ET,SD
RP,Sergio Romo (7223508),Sergio Romo,7223508,4000,Pit@SF 03:45PM ET,SF
RP,Seung Hwan Oh (7223462),Seung Hwan Oh,7223462,4000,StL@Hou 02:10PM ET,StL
RP,Ryan Buchter (7223435),Ryan Buchter,7223435,4000,SD@TB 01:10PM ET,SD
RP,Adam Ottavino (7223488),Adam Ottavino,7223488,4000,Was@Col 03:10PM ET,Col
SP,Jeff Locke (7223382),Jeff Locke,7223382,4000,Pit@SF 03:45PM ET,Pit
RP,Jared Hughes (7223509),Jared Hughes,7223509,4000,Pit@SF 03:45PM ET,Pit
RP,George Kontos (7223510),George Kontos,7223510,4000,Pit@SF 03:45PM ET,SF
RP,Dellin Betances (7223405),Dellin Betances,7223405,4000,Tor@NYY 01:05PM ET,NYY
RP,Will Harris (7223463),Will Harris,7223463,4000,StL@Hou 02:10PM ET,Hou
RP,Mark Melancon (7223489),Mark Melancon,7223489,4000,Was@Col 03:10PM ET,Was
SP,Mat Latos (7223361),Mat Latos,7223361,4000,Was@Col 03:10PM ET,Was
1B,Brandon Belt (7223579),Brandon Belt,7223579,4000,Pit@SF 03:45PM ET,SF
RP,Jordan Walden (7223464),Jordan Walden,7223464,4000,StL@Hou 02:10PM ET,StL
RP,Daniel McCutchen (7223437),Daniel McCutchen,7223437,4000,SD@TB 01:10PM ET,SD
RP,Tony Watson (7223511),Tony Watson,7223511,4000,Pit@SF 03:45PM ET,Pit
RP,Jon Edwards (7223438),Jon Edwards,7223438,4000,SD@TB 01:10PM ET,SD
RP,Brad Boxberger (7223439),Brad Boxberger,7223439,4000,SD@TB 01:10PM ET,TB
RP,Luke Gregerson (7223465),Luke Gregerson,7223465,4000,StL@Hou 02:10PM ET,Hou
RP,Neftali Feliz (7223512),Neftali Feliz,7223512,4000,Pit@SF 03:45PM ET,Pit
RP,Miguel Socolovich (7223466),Miguel Socolovich,7223466,4000,StL@Hou 02:10PM ET,StL
RP,Antonio Bastardo (7223513),Antonio Bastardo,7223513,4000,Pit@SF 03:45PM ET,Pit
RP,Brett Cecil (7223407),Brett Cecil,7223407,4000,Tor@NYY 01:05PM ET,Tor
RP,Shawn Kelley (7223490),Shawn Kelley,7223490,4000,Was@Col 03:10PM ET,Was
RP,Cory Gearrin (7223514),Cory Gearrin,7223514,4000,Pit@SF 03:45PM ET,SF
RP,Sammy Solis (7223491),Sammy Solis,7223491,4000,Was@Col 03:10PM ET,Was
RP,Taylor Jordan (7223492),Taylor Jordan,7223492,4000,Was@Col 03:10PM ET,Was
RP,Hunter Strickland (7223515),Hunter Strickland,7223515,4000,Pit@SF 03:45PM ET,SF
RP,Mitch Harris (7223467),Mitch Harris,7223467,4000,StL@Hou 02:10PM ET,StL
RP,Tommy Layne (7223408),Tommy Layne,7223408,4000,Tor@NYY 01:05PM ET,NYY
RP,Jose Dominguez (7223440),Jose Dominguez,7223440,4000,SD@TB 01:10PM ET,SD
SP,Scott Diamond (7223305),Scott Diamond,7223305,4000,Tor@NYY 01:05PM ET,Tor
SP,Jordan Lyles (7223363),Jordan Lyles,7223363,4000,Was@Col 03:10PM ET,Col
RP,Kyle Lobstein (7223516),Kyle Lobstein,7223516,4000,Pit@SF 03:45PM ET,Pit
RP,Brad Hand (7223441),Brad Hand,7223441,4000,SD@TB 01:10PM ET,SD
RP,Justin Miller (7223493),Justin Miller,7223493,4000,Was@Col 03:10PM ET,Col
SP,Chris Rusin (7223364),Chris Rusin,7223364,4000,Was@Col 03:10PM ET,Col
RP,Richard Bleier (7223409),Richard Bleier,7223409,4000,Tor@NYY 01:05PM ET,NYY
RP,Dustin Antolin (7223410),Dustin Antolin,7223410,4000,Tor@NYY 01:05PM ET,Tor
RP,Will Smith (7223517),Will Smith,7223517,4000,Pit@SF 03:45PM ET,SF
RP,Thad Weber (7223411),Thad Weber,7223411,4000,Tor@NYY 01:05PM ET,Tor
RP,Danny Farquhar (7223442),Danny Farquhar,7223442,4000,SD@TB 01:10PM ET,TB
RP,Jason Gurka (7223494),Jason Gurka,7223494,4000,Was@Col 03:10PM ET,Col
RP,Aaron Barrett (7223495),Aaron Barrett,7223495,4000,Was@Col 03:10PM ET,Was
RP,Brandon Maurer (7223443),Brandon Maurer,7223443,4000,SD@TB 01:10PM ET,SD
RP,Alex Colome (7223444),Alex Colome,7223444,4000,SD@TB 01:10PM ET,TB
RP,Kevin Siegrist (7223468),Kevin Siegrist,7223468,4000,StL@Hou 02:10PM ET,StL
RP,Steve Geltz (7223445),Steve Geltz,7223445,4000,SD@TB 01:10PM ET,TB
RP,Bo Schultz (7223412),Bo Schultz,7223412,4000,Tor@NYY 01:05PM ET,Tor
SP,Tyler Matzek (7223368),Tyler Matzek,7223368,4000,Was@Col 03:10PM ET,Col
SP,Adam Warren (7223309),Adam Warren,7223309,4000,Tor@NYY 01:05PM ET,NYY
RP,Aaron Loup (7223413),Aaron Loup,7223413,4000,Tor@NYY 01:05PM ET,Tor
RP,Andrew Bellatti (7223447),Andrew Bellatti,7223447,4000,SD@TB 01:10PM ET,TB
RP,Ryan Tepera (7223415),Ryan Tepera,7223415,4000,Tor@NYY 01:05PM ET,Tor
RP,Trevor Rosenthal (7223470),Trevor Rosenthal,7223470,4000,StL@Hou 02:10PM ET,StL
RP,Tyler Sturdevant (7223448),Tyler Sturdevant,7223448,4000,SD@TB 01:10PM ET,TB
RP,Derek Law (7223519),Derek Law,7223519,4000,Pit@SF 03:45PM ET,SF
SP,Eddie Butler (7223369),Eddie Butler,7223369,4000,Was@Col 03:10PM ET,Col
RP,Matt Carasiti (7223496),Matt Carasiti,7223496,4000,Was@Col 03:10PM ET,Col
RP,James Pazos (7223417),James Pazos,7223417,4000,Tor@NYY 01:05PM ET,NYY
RP,Ken Giles (7223472),Ken Giles,7223472,4000,StL@Hou 02:10PM ET,Hou
RP,Enny Romero (7223449),Enny Romero,7223449,4000,SD@TB 01:10PM ET,TB
SP,Erasmo Ramirez (7223328),Erasmo Ramirez,7223328,4000,SD@TB 01:10PM ET,TB
RP,Felipe Rivero (7223520),Felipe Rivero,7223520,4000,Pit@SF 03:45PM ET,Pit
RP,Kirby Yates (7223418),Kirby Yates,7223418,4000,Tor@NYY 01:05PM ET,NYY
RP,Jairo Diaz (7223497),Jairo Diaz,7223497,4000,Was@Col 03:10PM ET,Col
RP,Gonzalez Germen (7223498),Gonzalez Germen,7223498,4000,Was@Col 03:10PM ET,Col
RP,Frank Garces (7223450),Frank Garces,7223450,4000,SD@TB 01:10PM ET,SD
RP,Rafael Martin (7223499),Rafael Martin,7223499,4000,Was@Col 03:10PM ET,Was
RP,Scott Oberg (7223500),Scott Oberg,7223500,4000,Was@Col 03:10PM ET,Col
RP,Dean Kiekhefer (7223474),Dean Kiekhefer,7223474,4000,StL@Hou 02:10PM ET,StL
SP,Brandon Cumpton (7223391),Brandon Cumpton,7223391,4000,Pit@SF 03:45PM ET,Pit
RP,A.J. Schugel (7223521),A.J. Schugel,7223521,4000,Pit@SF 03:45PM ET,Pit
RP,Sam Tuivailala (7223475),Sam Tuivailala,7223475,4000,StL@Hou 02:10PM ET,StL
RP,Johnny Barbato (7223420),Johnny Barbato,7223420,4000,Tor@NYY 01:05PM ET,NYY
RP,Josh Osich (7223522),Josh Osich,7223522,4000,Pit@SF 03:45PM ET,SF
RP,Chasen Shreve (7223421),Chasen Shreve,7223421,4000,Tor@NYY 01:05PM ET,NYY
RP,Blake Treinen (7223502),Blake Treinen,7223502,4000,Was@Col 03:10PM ET,Was
RP,Casey Sadler (7223523),Casey Sadler,7223523,4000,Pit@SF 03:45PM ET,Pit
RP,Conor Mullee (7223422),Conor Mullee,7223422,4000,Tor@NYY 01:05PM ET,NYY
RP,Keith Hessler (7223451),Keith Hessler,7223451,4000,SD@TB 01:10PM ET,SD
SP,Christian Bergman (7223371),Christian Bergman,7223371,4000,Was@Col 03:10PM ET,Col
RP,Steven Okert (7223524),Steven Okert,7223524,4000,Pit@SF 03:45PM ET,SF
2B,Joe Panik (7223615),Joe Panik,7223615,4000,Pit@SF 03:45PM ET,SF
RP,Roberto Osuna (7223423),Roberto Osuna,7223423,4000,Tor@NYY 01:05PM ET,Tor
SP,Kyle Crick (7223393),Kyle Crick,7223393,4000,Pit@SF 03:45PM ET,SF
RP,Kevin Quackenbush (7223454),Kevin Quackenbush,7223454,4000,SD@TB 01:10PM ET,SD
RP,Carlos Estevez (7223503),Carlos Estevez,7223503,4000,Was@Col 03:10PM ET,Col
RP,Jacob Lindgren (7223425),Jacob Lindgren,7223425,4000,Tor@NYY 01:05PM ET,NYY
RP,Nick Goody (7223426),Nick Goody,7223426,4000,Tor@NYY 01:05PM ET,NYY
RP,Joe Biagini (7223427),Joe Biagini,7223427,4000,Tor@NYY 01:05PM ET,Tor
SP,Austin Voth (7223374),Austin Voth,7223374,4000,Was@Col 03:10PM ET,Was
RP,Trevor Gott (7223504),Trevor Gott,7223504,4000,Was@Col 03:10PM ET,Was
OF,David Dahl (7223756),David Dahl,7223756,4000,Was@Col 03:10PM ET,Col
RP,Matt Bowman (7223477),Matt Bowman,7223477,4000,StL@Hou 02:10PM ET,StL
RP,Ryan Garton (7223455),Ryan Garton,7223455,4000,SD@TB 01:10PM ET,TB
RP,James Hoyt (7223478),James Hoyt,7223478,4000,StL@Hou 02:10PM ET,Hou
RP,Miguel Castro (7223505),Miguel Castro,7223505,4000,Was@Col 03:10PM ET,Col
SP,Reynaldo Lopez (7223376),Reynaldo Lopez,7223376,4000,Was@Col 03:10PM ET,Was
SP,Jeff Hoffman (7223377),Jeff Hoffman,7223377,4000,Was@Col 03:10PM ET,Col
3B,Jung Ho Kang (7223648),Jung Ho Kang,7223648,4000,Pit@SF 03:45PM ET,Pit
RP,Francis Martes (7223479),Francis Martes,7223479,4000,StL@Hou 02:10PM ET,Hou
RP,Chad Girodo (7223429),Chad Girodo,7223429,4000,Tor@NYY 01:05PM ET,Tor
SP,Steven Brault (7223397),Steven Brault,7223397,4000,Pit@SF 03:45PM ET,Pit
C,Russell Martin (7223528),Russell Martin,7223528,3900,Tor@NYY 01:05PM ET,Tor
OF,Melvin Upton Jr. (7223701),Melvin Upton Jr.,7223701,3900,Tor@NYY 01:05PM ET,Tor
OF,George Springer (7223739),George Springer,7223739,3900,StL@Hou 02:10PM ET,Hou
2B/3B,Jedd Gyorko (7223620),Jedd Gyorko,7223620,3900,StL@Hou 02:10PM ET,StL
3B,Matt Duffy (7223639),Matt Duffy,7223639,3900,SD@TB 01:10PM ET,TB
3B,Luis Valbuena (7223642),Luis Valbuena,7223642,3800,StL@Hou 02:10PM ET,Hou
1B,Ryan Zimmerman (7223575),Ryan Zimmerman,7223575,3800,Was@Col 03:10PM ET,Was
SS,Troy Tulowitzki (7223666),Troy Tulowitzki,7223666,3800,Tor@NYY 01:05PM ET,Tor
OF,Ben Revere (7223750),Ben Revere,7223750,3800,Was@Col 03:10PM ET,Was
OF,Ezequiel Carrera (7223706),Ezequiel Carrera,7223706,3800,Tor@NYY 01:05PM ET,Tor
C,Buster Posey (7223558),Buster Posey,7223558,3800,Pit@SF 03:45PM ET,SF
OF,Randal Grichuk (7223734),Randal Grichuk,7223734,3800,StL@Hou 02:10PM ET,StL
2B/SS,Cristhian Adames (7223633),Cristhian Adames,7223633,3800,Was@Col 03:10PM ET,Col
OF,Michael Saunders (7223702),Michael Saunders,7223702,3700,Tor@NYY 01:05PM ET,Tor
OF,Matt Joyce (7223762),Matt Joyce,7223762,3700,Pit@SF 03:45PM ET,Pit
OF,Stephen Piscotty (7223737),Stephen Piscotty,7223737,3700,StL@Hou 02:10PM ET,StL
OF,Kevin Pillar (7223716),Kevin Pillar,7223716,3700,Tor@NYY 01:05PM ET,Tor
3B,Alex Bregman (7223644),Alex Bregman,7223644,3700,StL@Hou 02:10PM ET,Hou
OF,Matt Holliday (7223730),Matt Holliday,7223730,3600,StL@Hou 02:10PM ET,StL
OF/SS,Sean Rodriguez (7223699),Sean Rodriguez,7223699,3600,Pit@SF 03:45PM ET,Pit
2B/SS,Stephen Drew (7223632),Stephen Drew,7223632,3600,Was@Col 03:10PM ET,Was
